diff_poisson_abs	diff_poisson	island_group_dropped	control	group	filename
0.480094545454545	0.00290909090909088	Nukuoro	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Nukuoro/diff_means.tsv
0.481816363636364	0.00838000000000011	Nukutaveke 59	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Nukutaveke_59/diff_means.tsv
0.4731	-0.0125036363636364	Nukutaveke 61	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Nukutaveke_61/diff_means.tsv
0.445698181818182	-7.7090909090904e-4	Palau	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Palau/diff_means.tsv
0.47228	-0.00632363636363645	Pohnpei	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Pohnpei/diff_means.tsv
0.473989090909091	8.290909090909e-4	Pukapuka	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Pukapuka/diff_means.tsv
0.482685454545455	0.00695090909090913	Raivavae	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Raivavae/diff_means.tsv
0.471154545454545	4.2363636363635e-4	Rakahanga-Manihiki	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Rakahanga-Manihiki/diff_means.tsv
0.484158181818182	0.00478727272727289	Rapa Nui	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Rapa_Nui/diff_means.tsv
0.474912727272727	0.00240363636363636	Raro Matai + Nia Matai	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Raro_Matai_+_Nia_Matai/diff_means.tsv
0.471643636363636	-0.00289090909090905	Rarotonga	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Rarotonga/diff_means.tsv
0.453409090909091	0.00651090909090906	Ratak + Rālik	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Ratak_+_Rālik/diff_means.tsv
0.475347272727273	0.00349272727272731	Rēkohou	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Rēkohou/diff_means.tsv
0.47812	0.00412000000000008	Rimatara	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Rimatara/diff_means.tsv
0.472421818181818	0.00530181818181816	Rotuma	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Rotuma/diff_means.tsv
0.482807272727273	0.00184727272727265	Rurutu	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Rurutu/diff_means.tsv
0.47732	0.00205090909090916	Sāmoa	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Sāmoa/diff_means.tsv
0.475023636363636	0.00159090909090902	Sorol	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Sorol/diff_means.tsv
0.4814	0.00620000000000006	Tatakoto + Reao	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Tatakoto_+_Reao/diff_means.tsv
0.486543636363636	0.00755818181818188	Tokelau	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Tokelau/diff_means.tsv
0.471830909090909	0.00229636363636359	Tonga	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Tonga/diff_means.tsv
0.474158181818182	-0.00181636363636362	Tuamotu + Puka-puka	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Tuamotu_+_Puka-puka/diff_means.tsv
0.451649090909091	0.00199090909090925	Tungaru	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Tungaru/diff_means.tsv
0.476821818181818	0.00423636363636376	Tupuai	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Tupuai/diff_means.tsv
0.486387272727273	0.00704545454545457	Tureia	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Tureia/diff_means.tsv
0.485501818181818	0.00514909090909108	Tuvalu 31	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Tuvalu_31/diff_means.tsv
0.482010909090909	3.9636363636354e-4	Tuvalu 32	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Tuvalu_32/diff_means.tsv
0.47214	0.00507454545454536	Ulithi + Yap	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Ulithi_+_Yap/diff_means.tsv
0.480738181818182	0.00275272727272716	Uvea (Wallis)	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Uvea_(Wallis)/diff_means.tsv
0.452463636363636	0.0011509090909091	Vanuatu + Temotu	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Vanuatu_+_Temotu/diff_means.tsv
0.468890909090909	0.00100363636363638	Woleai	phylo	SBZR	output/results/drop_one_out/SBZR_phylo//Woleai/diff_means.tsv
